"","YEARS.OLD","INDUSTRY","INDIA.HQ","TOTAL_EMPLOYEES","BRANCHES","RATING","REVIEWS","PACKAGE"
"Deendayal Antyodaya Yojana-National Rural Livelihoods Mission",58,"Other","Other",8.00636756765025,62,3.8,136,0.00278
"Complere Infosystem",33,"Software Product","Other",6.62073965107352,5,4.4,136,0.00132
"SEO Discovery",29,"Financial Services","Other",4.83230575857184,2,4.7,136,0.00189
"Norwegian Cruise Line",20,"Other","Mumbai",4.83230575857184,10,4.2,136,0.00185
"Cummins Sales and Service",27,"Auto Components","Other",6.62073965107352,17,4,136,0.00181
"Sugam Homes",37,NA,"Other",6.62073965107352,NA,4.6,136,0.00267
"Bausch & Lomb",42,"Other","Other",NA,20,3.8,135,0.00558
"CommVault",30,"Software Product","Bangalore / Bengaluru",5.85936070647464,6,3.7,135,0.012
"Future Market Insights",56,"Other","Pune",NA,1,1.6,135,0.00541
"Mistral Solutions",22,"IT Services & Consulting","Bangalore / Bengaluru",5.85936070647464,6,3.6,135,0.00966
"Aditya Birla Chemicals",25,"Other","Other",4.83230575857184,19,3.8,135,0.0054
"Solitaire World",NA,"Real Estate","Pune",NA,3,3.9,135,0.00291
"Sonyo Management Consultants",32,"Other","New Delhi",5.85936070647464,10,4.4,135,0.00347
"Areteans",13,"IT Services & Consulting","Other",5.85936070647464,8,3.5,135,0.014
"Unicommerce Esolutions",19,"Software Product","Other",5.85936070647464,6,2.9,135,0.00883
"Airtel Business",62,"Other","Bangalore / Bengaluru",8.00636756765025,40,3.9,135,0.00833
"Sony Pictures Networks",29,NA,"Other",4.83230575857184,NA,3.7,135,0.0084
"Birla Century",23,"Other","Other",4.83230575857184,11,4.2,135,0.00611
"Nido Machineries",49,"Industrial Machinery","Mumbai",6.62073965107352,14,3.8,135,0.00537
"Actis Technologies",8,"IT Services & Consulting","Mumbai",4.83230575857184,11,4.2,135,0.00528
"Naiknavare Developers",17,"Real Estate","Pune",8.00636756765025,4,3.8,135,0.00524
"Supple Tek Industries",34,"Other","Other",4.83230575857184,28,3.1,135,0.00443
"Rapidtech",51,"IT Services & Consulting","Chennai",8.00636756765025,30,3.5,135,0.00433
"Digital Nirvana Information Systems",8,"Software Product","Other",4.83230575857184,4,3.6,135,0.00623
"Dr L H Hiranandani Hospital",24,"Healthcare","Mumbai",5.85936070647464,7,3.8,135,0.00483
"Avon Cycles",77,"Other","Other",8.00636756765025,4,4,136,0.00483
"Xcaliber Infotech",15,"IT Services & Consulting","Pune",5.85936070647464,4,3.4,135,0.011
"Panda Retail Company",28,"Other","Other",5.85936070647464,15,4.3,135,0.00175
"Automotive Research Association of India",35,"Auto Components","Pune",6.62073965107352,3,4.1,135,0.0077
"Novopay Solutions",15,"Software Product","Bangalore / Bengaluru",5.85936070647464,22,3,135,0.00723
"B New Mobiles",18,"Other","Other",6.62073965107352,30,3.2,135,0.0054
"Prothious Engineering Services",38,"Other","Chennai",4.83230575857184,6,3.1,135,0.00359
"Computer Generated Solutions",27,"IT Services & Consulting","Other",8.00636756765025,6,3.1,135,0.00944
"APEEJAY EDUCATION SOCIETY",16,"Education & Training","New Delhi",5.85936070647464,15,3.3,134,0.00515
"GTT Communications",21,"Other","Pune",4.83230575857184,5,3.7,135,0.00992
"Hills Cement Company",47,"Engineering & Construction","Other",5.85936070647464,9,3.1,135,0.00541
"Vikram Sarabhai Space Centre",42,"Other","Other",6.62073965107352,12,4.5,136,0.00388
"Annapurna Group",46,"Other","Other",5.85936070647464,18,3.8,135,0.00487
"Hind Terminals",43,"Other","Mumbai",4.83230575857184,20,4.1,135,0.00656
"Krishna Buildestates",14,NA,"Other",5.85936070647464,NA,3.8,135,0.00458
"Vehant Technologies",30,"IT Services & Consulting","Other",5.85936070647464,16,3.9,135,0.00746
"Shreeji Infrastructure",15,"Engineering & Construction","Other",5.85936070647464,20,3.8,135,0.00388
"Accel Limited",28,"IT Services & Consulting","Chennai",6.62073965107352,31,3.5,135,0.00736
"The House of Abhinandan Lodha",60,"Real Estate","Mumbai",8.00636756765025,6,3,136,0.0052
"Lokmanya Multipurpose Co-op Society",74,"Financial Services","Pune",5.85936070647464,24,3.1,135,0.00571
"Rakshit Drugs",8,"Pharma","Other",NA,5,3.7,135,0.00599
"B5 Plus",8,"Other","Other",6.62073965107352,10,3.2,135,0.00418
"Louis Dreyfus Company",11,"Other","Other",5.85936070647464,17,3.9,135,0.00362
"Samvardhana Motherson Auto Component",7,"Other","Other",NA,15,3.9,135,0.00665
"Mahesh Edible Oil Industries",NA,"Other","Other",NA,27,3.6,135,0.00466
"Tarento Technologies",27,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,5,3.9,135,0.012
"Loyal Textile Mills",16,"Other","Chennai",4.83230575857184,12,3.6,135,0.00663
"GIRDHARI LAL CONSTRUCTIONS",27,"Engineering & Construction","New Delhi",4.83230575857184,25,3.8,135,0.00429
"Damro Furniture",10,"Other","Bangalore / Bengaluru",8.00636756765025,25,3.6,135,0.00452
"AccSource KPO",12,"Other","Chennai",4.83230575857184,3,3.8,135,0.00277
"ResearchAyu",18,NA,"Other",5.85936070647464,NA,4.5,134,0.00016
"Saint-Gobain Abrasives",NA,"Other","Bangalore / Bengaluru",NA,26,3.7,134,0.00712
"KHD Humboldt Wedag",23,"Industrial Machinery","New Delhi",NA,4,4.2,134,0.00671
"Lakshmikumaran & Sridharan",13,"Other","New Delhi",6.62073965107352,13,3.5,134,0.00522
"TetraSoft",15,"IT Services & Consulting","Other",6.62073965107352,4,3.7,134,0.011
"Madras Medical Mission",25,"Healthcare","Chennai",5.85936070647464,3,4.2,134,0.00459
"Integrace Health",56,"Pharma","Mumbai",5.85936070647464,27,2.8,134,0.00456
"Royal HaskoningDHV",16,"Engineering & Construction","Other",4.83230575857184,29,4.4,134,0.00414
"New Swan Enterprises",10,"Industrial Machinery","Other",5.85936070647464,9,3.7,134,0.00441
"Multani Pharmaceuticals",15,"Pharma","New Delhi",4.83230575857184,18,4.1,134,0.00434
"Kamlesh Kumar Singh Engineers",21,"Engineering & Construction","Other",5.85936070647464,19,4.5,134,0.00424
"Stanvac Chemicals",37,"Other","Other",4.83230575857184,30,3.3,134,0.0038
"Lrs Services",48,"IT Services & Consulting","Mumbai",8.00636756765025,23,3.3,134,0.00738
"Amalgam Steel",62,"Other","Other",8.00636756765025,7,3.8,134,0.00715
"Wysetek Systems Technologists",35,"IT Services & Consulting","Mumbai",8.00636756765025,11,3.7,134,0.00705
"STJ Electronics",38,"Other","New Delhi",6.62073965107352,11,3.8,134,0.00682
"Paras Spices",40,"Other","Other",NA,12,3.8,134,0.00647
"Sunshine Hospitals",11,"Healthcare","Other",4.83230575857184,17,4,134,0.00634
"Valdel Engineers & Constructors",26,"Other","Bangalore / Bengaluru",5.85936070647464,8,2.9,134,0.0064
"LAKME ACADEMY",NA,"Other","New Delhi",5.85936070647464,37,3.2,134,0.00639
"ApplyBoard",18,"Internet","Other",5.85936070647464,9,2.7,134,0.00567
"Shivalik Prints",114,"Other","Other",5.85936070647464,6,4.1,134,0.0058
"Icomm Tele",112,"Other","Other",4.83230575857184,13,4.1,134,0.00547
"Aksh Optifibre",11,"Other","New Delhi",NA,15,3.7,134,0.00519
"INDIAN DESIGNS",67,"Other","Bangalore / Bengaluru",10.3089526606443,9,4,134,0.00492
"Mtg Learning Media",NA,"Other","Other",4.83230575857184,13,3.9,134,0.00513
"IREP Credit Capital",22,"Financial Services","Other",5.85936070647464,53,4.1,134,0.00478
"PrimeXBT",40,"Other","Other",NA,3,4.7,134,7e-05
"Dr.SNS Rajalakshmi College Of Arts and Science",96,"Education & Training","Other",6.62073965107352,1,4.9,134,0.00017
"DAEWOO E&C",40,"Engineering & Construction","Other",5.85936070647464,17,4.3,134,0.00157
"Monotype",18,"IT Services & Consulting","Other",8.00636756765025,4,3.5,134,0.00889
"SembCorp",42,"Other","Other",6.62073965107352,23,3.9,134,0.00614
"INDOASIAN",16,"Other","Other",5.85936070647464,29,4,134,0.00425
"Khandelwal Laboratories",NA,"Pharma","Mumbai",NA,18,4.2,134,0.00394
"91Squarefeet",65,"Internet","Other",4.83230575857184,4,3.3,134,0.00345
"Donaldson India Filter Systems",10,"Industrial Machinery","Other",5.85936070647464,7,4.1,134,0.0069
"Viztar International",18,"Education & Training","Mumbai",5.85936070647464,19,3.3,134,0.00551
"Futran Solutions",40,"Software Product","Other",5.85936070647464,3,3.8,134,0.00386
"M Tech Innovations",63,"Other","Pune",8.00636756765025,8,3.4,134,0.00589
"Appcino Technologies",18,"IT Services & Consulting","Other",4.83230575857184,12,3.6,134,0.00445
"F5 Networks",53,"IT Services & Consulting","Other",8.00636756765025,4,3.3,134,0.014
"Hindustan Colas",16,"Engineering & Construction","Mumbai",4.83230575857184,16,3.4,134,0.00559
"Thoucentric",48,"Other","Bangalore / Bengaluru",8.00636756765025,6,3.8,134,0.013
"Sidwal Refrigeration Industries",25,"Other","Other",5.85936070647464,17,4.1,134,0.00566
"Sarvatra Technologies",18,NA,"Other",5.85936070647464,NA,4.2,134,0.011
"Sagacious IP",163,NA,"Other",8.00636756765025,NA,3.3,134,0.00577
"Specsmakers Opticians",22,"Other","Chennai",5.85936070647464,18,3.7,134,0.00591
"Market Research Future Reports",NA,"Other","Pune",NA,2,3.9,134,0.00389
"Milliman",65,"Other","Other",4.83230575857184,4,3.9,134,0.00943
"Cherise India",33,"Other","Pune",8.00636756765025,5,4.3,134,0.0028
"FabAlley",19,"Other","Other",4.83230575857184,14,3.9,134,0.00237
"India Retails & Hospitality",37,"Other","New Delhi",5.85936070647464,8,4.5,134,0.00148
"Country Holidays Travel India",16,"Other","Other",5.85936070647464,6,3.5,134,0.00049
"Beyondriffs",NA,"Education & Training","Other",4.83230575857184,NA,4.6,133,9e-05
"Daimler",63,"Other","Chennai",8.00636756765025,11,3.9,133,0.00859
"Allzone Management Solutions",17,"Other","Chennai",4.83230575857184,5,4.4,133,0.00375
"Gemini Consulting & Services",96,"IT Services & Consulting","Other",6.62073965107352,9,3.8,133,0.011
"Eskag Pharma",40,"Pharma","Other",5.85936070647464,20,3.3,133,0.00461
"Homeocare International",18,"Healthcare","Other",8.00636756765025,23,3.6,133,0.00393
"Portescap",23,"Other","Mumbai",6.62073965107352,5,3.8,133,0.00768
"Drytech Processes (I)",97,"Other","Other",8.00636756765025,7,3.7,133,0.00679
"Tcg Digital Solutions",16,"IT Services & Consulting","Other",5.85936070647464,5,3.3,133,0.0091
"The Wadhwa Group",143,"Real Estate","Mumbai",5.85936070647464,5,3.3,133,0.00675
"Yanfeng Automotive Interiors",25,"Auto Components","Pune",5.85936070647464,5,3.8,133,0.00624
"The Dollar Business",NA,"IT Services & Consulting","Other",8.9226582995244,7,3,133,0.00632
"Lotus Wireless Technologies",NA,"IT Services & Consulting","Other",NA,12,3.1,133,0.00663
"Sakal Media Group",5,"Other","Pune",6.62073965107352,18,3.4,133,0.00657
"ARK Infosolutions",10,"IT Services & Consulting","Other",4.83230575857184,13,3.9,133,0.00604
"Disposafe Health And Life Care",NA,"Other","Other",NA,5,3,133,0.00603
"Aditya Birla SunLife Asset Management Company",NA,"Financial Services","Mumbai",8.00636756765025,52,3.7,133,0.00637
"THERMAL SYSTEMS",19,"Industrial Machinery","Other",4.83230575857184,5,3.9,133,0.0058
"ENTRI SOFTWARE",10,"Other","Other",5.85936070647464,12,3.8,133,0.00586
"Meenakshi Mission Hospital & Research Centre",13,"Healthcare","Other",5.85936070647464,11,4.1,133,0.00549
"DRYCHEM SOLUTIONS",NA,"Other","Mumbai",NA,16,3.9,133,0.00526
"Doctors for you",42,"Other","New Delhi",6.62073965107352,38,3.9,133,0.0042
"Nippon Toyota",NA,"Auto Components","Other",NA,11,3.9,133,0.00469
"Vigour Mobile",82,"Other","Other",4.83230575857184,26,3.6,133,0.00467
"IIT Kharagpur",25,"Education & Training","Other",4.83230575857184,11,4.1,133,0.00526
"Lokal App",18,"Internet","Bangalore / Bengaluru",8.00636756765025,13,3.6,133,0.00528
"Qapitol Qa",24,"IT Services & Consulting","Bangalore / Bengaluru",5.85936070647464,7,3.4,133,0.012
"Full Creative",70,"Software Product","Chennai",4.83230575857184,5,3.3,133,0.00999
"Accountant Anywhere Services",25,"Other","Pune",6.62073965107352,48,4.1,133,0.01
"Uttam Strips",10,"Other","Other",5.85936070647464,9,3.4,133,0.00632
"Al Fara'a Group",15,"Engineering & Construction","Mumbai",5.85936070647464,11,3.2,133,0.00348
"Lloyd Electric & Engineering",192,"Industrial Machinery","New Delhi",8.00636756765025,38,3.7,133,0.00447
"Alice Blue Commodities",NA,"Other","Bangalore / Bengaluru",NA,21,3.2,133,0.00724
"Wellknown Polyesters",13,"Other","Other",5.85936070647464,13,3.7,133,0.00671
"Komatsu",62,"Industrial Machinery","Chennai",4.83230575857184,15,3.8,133,0.00693
"Central Academy School",30,"Education & Training","Other",4.83230575857184,25,3.8,133,0.00398
"Rina India",56,"Other","Mumbai",4.83230575857184,32,3.7,133,0.00514
"Meena Bazaar",45,"Other","New Delhi",8.9226582995244,20,3.6,133,0.00663
"BCITS",12,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,36,3.6,133,0.00658
"IMMCO",12,NA,"Other",4.83230575857184,NA,3.1,134,0.00784
"Axis Mutual Fund",NA,"Financial Services","Mumbai",5.85936070647464,41,3.7,133,0.00762
"Pacific Global Solutions",NA,NA,"Other",NA,NA,3.3,133,0.00649
"QUTONE CERAMIC",31,"Other","Other",4.83230575857184,26,3.8,133,0.00383
"Namra Finance",18,"Financial Services","Other",5.85936070647464,64,3.9,133,0.00385
"Jar",18,"Other","Bangalore / Bengaluru",6.62073965107352,2,4.1,134,0.00384
"Sun Flag Steel",16,"Other","Other",5.85936070647464,9,3.5,133,0.00557
"Al Hassan Engineering Company SAOG",37,"Engineering & Construction","Other",4.83230575857184,14,4.2,133,0.00206
"Oben Electric Vehicle",36,"Other","Bangalore / Bengaluru",5.85936070647464,8,4.2,134,0.00291
"T&N Business Services",56,"Other","Other",4.83230575857184,8,4.8,133,0.00055
"Solulab inc",28,"IT Services & Consulting","Other",8.00636756765025,3,3.6,133,0.00273
"AL-SUWAIDI INDUSTRIAL SERVICES",23,"Other","Other",5.85936070647464,12,3.4,133,0.00254
"Ocl Iron & Steel",16,"Other","Other",6.62073965107352,14,3.6,132,0.00414
"Ambrane India",45,"Other","New Delhi",8.00636756765025,11,4,132,0.00379
"Enrich Energy",12,"Real Estate","Pune",6.62073965107352,12,4.1,132,0.00571
"Gamma Process Hub",56,"Other","Other",4.83230575857184,6,3.7,132,0.00386
"IVL Dhunseri Petrochem Industries",28,"Other","Other",8.00636756765025,8,3.8,132,0.0046
"Naaraayani Sons",63,NA,"Other",6.62073965107352,NA,2.9,132,0.00403
"Maple Digital Technology",NA,"Other","Mumbai",4.83230575857184,12,3.8,132,0.00403
"Toshiba Johnson Elevators",38,"Industrial Machinery","Mumbai",4.83230575857184,14,4.1,132,0.00439
"IRIS Business Services",12,"IT Services & Consulting","Mumbai",4.83230575857184,9,3.6,132,0.012
"ESSPL",33,"IT Services & Consulting","Other",8.00636756765025,7,4.1,132,0.00771
"Packt Publishing",39,"Other","Mumbai",NA,5,3.2,132,0.00694
"Rotork Controls",10,"Industrial Machinery","Chennai",5.85936070647464,14,3.2,132,0.00685
"The Hackett Group",67,"Other","Other",5.85936070647464,6,3.4,132,0.00904
"Azuga Telematics",29,"Software Product","Bangalore / Bengaluru",4.83230575857184,5,3.6,132,0.00889
"SOGEFI",23,"Auto Components","Pune",5.85936070647464,7,3.3,132,0.00675
"Planet PCI Infotech",13,"Other","Other",5.85936070647464,34,3.6,132,0.00595
"Government of Odisha",82,"Other","Other",4.83230575857184,30,3.9,132,0.00586
"Qbss",129,"IT Services & Consulting","Other",6.62073965107352,4,3.7,132,0.00584
"Brady Corporation",36,"Other","Bangalore / Bengaluru",5.85936070647464,13,4.1,132,0.00575
"Ambience Group",45,"Real Estate","New Delhi",8.9226582995244,11,3.6,132,0.00527
"IBM Consulting",20,NA,"Other",NA,NA,3.7,132,0.017
"Hungama",44,"Internet","Mumbai",5.85936070647464,8,3.2,132,0.00752
"Kaseya Software",103,"Software Product","Bangalore / Bengaluru",5.85936070647464,4,3.3,132,0.012
"Nikhil Adhesives",18,"Other","Mumbai",4.83230575857184,34,3.8,132,0.00418
"Haqdarshak Empowerment Solutions",6,"Other","Pune",5.85936070647464,42,3.8,132,0.00349
"Akasa Air",54,"Other","Mumbai",6.62073965107352,14,3.3,132,0.00817
"Speciality Restaurants",36,"Other","Mumbai",5.85936070647464,15,4.1,132,0.00449
"Arbro Pharmaceuticals",13,"Pharma","New Delhi",4.83230575857184,8,4,132,0.00505
"UNI Klinger",13,"Industrial Machinery","Pune",5.85936070647464,10,3.8,132,0.00599
"Pavna Group of Industries",19,"Auto Components","Other",4.83230575857184,8,3.3,132,0.00512
"Bharuch Enviro Infrastructure",16,"Real Estate","Other",4.83230575857184,11,4.2,132,0.00595
"Apicore Pharmaceuticals",NA,"Pharma","Other",4.83230575857184,7,3.6,132,0.006
"BCForward",15,"Internet","Other",5.85936070647464,4,3.4,132,0.00648
"Fabtech Technologies International",39,"Engineering & Construction","Mumbai",5.85936070647464,6,3.4,132,0.00592
"Kohinoor Group",28,"Real Estate","Pune",8.00636756765025,6,3.8,132,0.00944
"PICL",50,"Other","Other",8.00636756765025,10,3.7,132,0.00489
"Infoblox",18,"IT Services & Consulting","Bangalore / Bengaluru",5.85936070647464,6,4,132,0.012
"Csc Computer Education",17,"Education & Training","Chennai",5.85936070647464,48,4.4,133,0.00537
"94.3 MY FM",24,"Other","Other",6.62073965107352,29,3.7,132,0.0036
"Zimetrics Technologies",88,"IT Services & Consulting","Pune",4.83230575857184,6,4,132,0.00882
"SDP & Associates (Office)",29,"Other","Other",4.83230575857184,7,3.3,132,0.00252
"Dunkin' Donuts",18,"Other","New Delhi",5.85936070647464,23,3.4,132,0.00187
"APC By Schneider Electric",36,"Other","Bangalore / Bengaluru",6.62073965107352,16,4.4,132,0.00266
"UTI Mutual Fund",14,"Financial Services","Mumbai",5.85936070647464,59,4,131,0.00644
"Vikram Tea",NA,"Financial Services","Mumbai",8.9226582995244,40,4.2,131,0.00386
"Pearson",25,"Education & Training","Bangalore / Bengaluru",6.62073965107352,17,3.8,132,0.0088
"Sportz Interactive",79,"Other","Mumbai",NA,5,2.8,131,0.00988
"KWALITY DAIRY (INDIA)",81,"Other","New Delhi",6.62073965107352,16,3.5,131,0.00322
"Vedang Radio Technology",12,"Other","Mumbai",6.62073965107352,22,4.3,131,0.00288
"The Nuance Group AG",23,"IT Services & Consulting","Bangalore / Bengaluru",5.85936070647464,9,4.2,131,0.00861
"ASA & Associates",42,"Other","New Delhi",8.00636756765025,11,3.5,131,0.00822
"HealthAsyst",29,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,2,3.9,131,0.00795
"Ntrust Infotech",16,"IT Services & Consulting","Chennai",5.85936070647464,3,3.3,131,0.00757
"Sovereign Pharma",16,"Pharma","Other",10.3089526606443,10,3.7,131,0.00612
"Metalman Microturners",44,"Other","Other",5.85936070647464,8,3.8,131,0.00558
"Premsons Motor Udyog",9,"Auto Components","Other",4.83230575857184,8,3.5,131,0.00507
"Glen Appliances",78,"Other","Other",6.62073965107352,26,4,131,0.00455
"GE Capital",NA,"Financial Services","Other",8.00636756765025,10,4.4,131,0.00423
"Galderma",24,"Healthcare","Mumbai",4.83230575857184,31,3.4,131,0.00423
"ZestMoney",7,"Other","Bangalore / Bengaluru",4.83230575857184,17,4,131,0.00747
"FANUC",11,"Other","Bangalore / Bengaluru",6.62073965107352,9,3.4,132,0.00736
"Jash Engineering",NA,"Engineering & Construction","Other",NA,3,4,131,0.00671
"Sidel",34,"Industrial Machinery","Pune",8.00636756765025,7,3.9,131,0.00698
"Mold Tek Packaging",155,"Other","Other",8.9226582995244,11,3.5,131,0.00604
"Spinks Softech",29,"Auto Components","Chennai",6.62073965107352,9,4.2,131,0.00577
"Riello Power India",20,"Other","Other",6.62073965107352,13,3.8,131,0.00406
"MRL Tyres",34,"Auto Components","New Delhi",8.00636756765025,15,3.7,131,0.00637
"Ace Creative Learning",36,"Other","Bangalore / Bengaluru",4.83230575857184,15,3.9,131,0.00503
"Magna Steyr",23,"Other","Pune",5.85936070647464,2,4.2,131,0.00884
"K.R.Pulp & Papers",15,"Other","Other",4.83230575857184,5,3.4,131,0.00439
"Luxor International",93,"Other","Other",10.3089526606443,6,3.7,131,0.00637
"Yeshshree Press Comps",40,"Auto Components","Other",8.00636756765025,6,3.5,131,0.00649
"Takahata Precision",32,"Auto Components","Other",6.62073965107352,5,4,131,0.00521
"Star Paper Mills",43,"Other","Other",5.85936070647464,7,3.8,132,0.00427
"First Solar",63,"Internet","Chennai",6.62073965107352,8,3.9,131,0.00577
