"YEARS.OLD","INDUSTRY","INDIA.HQ","TOTAL_EMPLOYEES","BRANCHES","RATING","REVIEWS","PACKAGE","logPACKAGE","logREVIEWS","logRATING","logBRANCHES"
30,NA,"Other",NA,NA,3.7,636,0.065,-2.7333680090865,6.45519856334012,1.30833281965018,NA
32,"Software Product","Other",8.00636756765025,9,4,636,0.062,-2.78062089393705,6.45519856334012,1.38629436111989,2.19722457733622
35,"Other","Other",8.00636756765025,10,3.5,635,0.041,-3.19418321227783,6.45362499889269,1.25276296849537,2.30258509299405
63,"Other","Chennai",4.83230575857184,57,3.8,635,0.018,-4.01738352108597,6.45362499889269,1.33500106673234,4.04305126783455
74,"Financial Services","Mumbai",8.00636756765025,98,3.6,635,0.022,-3.81671282562382,6.45362499889269,1.28093384546206,4.58496747867057
155,"Healthcare","Other",8.00636756765025,108,3.9,635,0.029,-3.54045944899566,6.45362499889269,1.3609765531356,4.68213122712422
NA,"Other","Mumbai",8.00636756765025,185,3.9,634,0.014,-4.26869794936688,6.45204895443723,1.3609765531356,5.22035582507832
33,"Other","New Delhi",5.85936070647464,86,3.9,634,0.02,-3.91202300542815,6.45204895443723,1.3609765531356,4.45434729625351
9,"Other","Other",5.85936070647464,57,4,633,0.023,-3.77226106305299,6.45047042214418,1.38629436111989,4.04305126783455
38,"Other","Other",6.62073965107352,28,4,634,0.016,-4.13516655674236,6.45204895443723,1.38629436111989,3.3322045101752
14,"Other","Other",6.62073965107352,77,4,633,0.027,-3.61191841297781,6.45047042214418,1.38629436111989,4.34380542185368
118,"Software Product","Pune",8.00636756765025,16,3.9,633,0.045,-3.10109278921182,6.45047042214418,1.3609765531356,2.77258872223978
48,"Other","Mumbai",8.00636756765025,13,3.6,633,0.038,-3.27016911925575,6.45047042214418,1.28093384546206,2.56494935746154
15,"Financial Services","Pune",8.00636756765025,9,3.8,633,0.048,-3.03655426807425,6.45047042214418,1.33500106673234,2.19722457733622
11,"IT Services & Consulting","Other",8.9226582995244,14,3.6,633,0.034,-3.38139475436598,6.45047042214418,1.28093384546206,2.63905732961526
NA,"Other","Other",8.00636756765025,65,3.9,634,0.024,-3.72970144863419,6.45204895443723,1.3609765531356,4.17438726989564
18,"Other","Mumbai",8.00636756765025,8,3.3,632,0.022,-3.81671282562382,6.44888939414686,1.19392246847243,2.07944154167984
40,"Other","Other",8.00636756765025,5,4.9,632,5e-05,-9.90348755253613,6.44888939414686,1.58923520511658,1.6094379124341
29,"IT Services & Consulting","Other",8.00636756765025,17,3.6,632,0.029,-3.54045944899566,6.44888939414686,1.28093384546206,2.83321334405622
NA,"Auto Components","Other",8.00636756765025,26,4,633,0.019,-3.9633162998157,6.45047042214418,1.38629436111989,3.25809653802148
28,"Other","Other",8.00636756765025,19,4.6,631,0.00703,-4.95756857315956,6.44730586254121,1.52605630349505,2.94443897916644
109,"Other","Bangalore / Bengaluru",8.00636756765025,114,3.6,631,0.015,-4.19970507787993,6.44730586254121,1.28093384546206,4.7361984483945
45,"Other","Chennai",8.00636756765025,71,3.8,630,0.021,-3.86323284125871,6.44571981938558,1.33500106673234,4.26267987704132
55,"IT Services & Consulting","Bangalore / Bengaluru",8.00636756765025,12,3.4,630,0.051,-2.97592964625781,6.44571981938558,1.22377543162212,2.484906649788
76,"Software Product","Bangalore / Bengaluru",10.3089526606443,13,3.8,630,0.065,-2.7333680090865,6.44571981938558,1.33500106673234,2.56494935746154
30,"IT Services & Consulting","Mumbai",6.62073965107352,48,3.7,630,0.028,-3.57555076880693,6.44571981938558,1.30833281965018,3.87120101090789
10,"Pharma","Other",6.62073965107352,17,3.9,630,0.025,-3.68887945411394,6.44571981938558,1.3609765531356,2.83321334405622
22,NA,"Other",8.00636756765025,NA,3.6,629,0.016,-4.13516655674236,6.44413125670044,1.28093384546206,NA
40,"Other","Other",8.00636756765025,10,4,629,0.018,-4.01738352108597,6.44413125670044,1.38629436111989,2.30258509299405
25,"Other","Mumbai",6.62073965107352,35,3.9,628,0.018,-4.01738352108597,6.4425401664682,1.3609765531356,3.55534806148941
16,"Other","Other",5.85936070647464,44,4,628,0.042,-3.17008566069877,6.4425401664682,1.38629436111989,3.78418963391826
53,"Real Estate","New Delhi",8.00636756765025,24,4.2,628,0.021,-3.86323284125871,6.4425401664682,1.43508452528932,3.17805383034795
20,"Other","New Delhi",10.3089526606443,77,4,628,0.01,-4.60517018598809,6.4425401664682,1.38629436111989,4.34380542185368
41,"Internet","Bangalore / Bengaluru",6.62073965107352,131,3.5,628,0.016,-4.13516655674236,6.4425401664682,1.25276296849537,4.87519732320115
50,"Other","Other",8.9226582995244,73,4.2,628,0.019,-3.9633162998157,6.4425401664682,1.43508452528932,4.29045944114839
58,"Real Estate","New Delhi",8.00636756765025,71,4.2,627,0.021,-3.86323284125871,6.44094654063292,1.43508452528932,4.26267987704132
38,"IT Services & Consulting","Chennai",10.3089526606443,16,3.2,626,0.033,-3.41124771751566,6.4393503711001,1.16315080980568,2.77258872223978
32,"Other","Bangalore / Bengaluru",8.00636756765025,27,3.7,626,0.023,-3.77226106305299,6.4393503711001,1.30833281965018,3.29583686600433
18,"Healthcare","Other",10.3089526606443,45,4.1,626,0.019,-3.9633162998157,6.4393503711001,1.41098697371026,3.80666248977032
13,"Other","Chennai",8.00636756765025,15,3.3,625,0.028,-3.57555076880693,6.4377516497364,1.19392246847243,2.70805020110221
70,"Industrial Machinery","Other",8.00636756765025,12,3.9,625,0.024,-3.72970144863419,6.4377516497364,1.3609765531356,2.484906649788
27,"Other","Bangalore / Bengaluru",6.62073965107352,11,4.2,624,0.018,-4.01738352108597,6.43615036836943,1.43508452528932,2.39789527279837
20,"Engineering & Construction","Other",6.62073965107352,55,3.9,625,0.02,-3.91202300542815,6.4377516497364,1.3609765531356,4.00733318523247
36,"Other","Other",8.00636756765025,48,3.6,623,0.024,-3.72970144863419,6.43454651878745,1.28093384546206,3.87120101090789
29,"Other","Other",8.00636756765025,70,4.2,623,0.018,-4.01738352108597,6.43454651878745,1.43508452528932,4.24849524204936
6,"IT Services & Consulting","Pune",8.00636756765025,8,3.2,622,0.05,-2.99573227355399,6.43294009273918,1.16315080980568,2.07944154167984
36,"Other","New Delhi",8.9226582995244,30,3.7,622,0.015,-4.19970507787993,6.43294009273918,1.30833281965018,3.40119738166216
103,"Other","Other",6.62073965107352,100,4.2,621,0.025,-3.68887945411394,6.43133108193348,1.43508452528932,4.60517018598809
52,"Auto Components","Pune",8.00636756765025,57,4,620,0.025,-3.68887945411394,6.42971947803914,1.38629436111989,4.04305126783455
15,"IT Services & Consulting","Other",8.00636756765025,4,3.9,619,0.022,-3.81671282562382,6.4281052726846,1.3609765531356,1.38629436111989
55,"Software Product","Pune",8.00636756765025,14,3.9,619,0.039,-3.24419363285249,6.4281052726846,1.3609765531356,2.63905732961526
NA,"Other","Mumbai",8.9226582995244,47,3.7,619,0.047,-3.05760767727208,6.4281052726846,1.30833281965018,3.85014760171006
33,"Internet","Other",4.83230575857184,112,3.6,618,0.019,-3.9633162998157,6.42648845745769,1.28093384546206,4.71849887129509
NA,"Other","New Delhi",8.00636756765025,34,3.7,617,0.027,-3.61191841297781,6.42486902390539,1.30833281965018,3.52636052461616
52,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,8,3.4,617,0.051,-2.97592964625781,6.42486902390539,1.22377543162212,2.07944154167984
18,"Pharma","Pune",8.9226582995244,66,3.5,616,0.027,-3.61191841297781,6.42324696353352,1.25276296849537,4.18965474202643
49,"Auto Components","Other",11.9183905730784,26,3.9,616,0.02,-3.91202300542815,6.42324696353352,1.3609765531356,3.25809653802148
NA,NA,"Other",NA,NA,5,616,NA,NA,6.42324696353352,1.6094379124341,NA
31,"IT Services & Consulting","Bangalore / Bengaluru",8.00636756765025,17,3.7,615,0.045,-3.10109278921182,6.42162226780652,1.30833281965018,2.83321334405622
31,"Financial Services","New Delhi",8.00636756765025,84,3.5,615,0.025,-3.68887945411394,6.42162226780652,1.25276296849537,4.43081679884331
27,"Other","Other",8.00636756765025,24,3.9,615,0.025,-3.68887945411394,6.42162226780652,1.3609765531356,3.17805383034795
35,"Auto Components","Bangalore / Bengaluru",6.62073965107352,20,3.9,615,0.026,-3.64965874096066,6.42162226780652,1.3609765531356,2.99573227355399
170,"Other","Other",8.9226582995244,19,3.3,614,0.03,-3.50655789731998,6.41999492814714,1.19392246847243,2.94443897916644
25,"Other","Other",8.00636756765025,28,3.8,615,0.027,-3.61191841297781,6.42162226780652,1.33500106673234,3.3322045101752
121,"Industrial Machinery","Other",8.00636756765025,21,3.8,613,0.024,-3.72970144863419,6.41836493593621,1.33500106673234,3.04452243772342
17,"Other","Other",5.85936070647464,24,3.8,613,0.025,-3.68887945411394,6.41836493593621,1.33500106673234,3.17805383034795
57,"IT Services & Consulting","Mumbai",8.00636756765025,79,4,612,0.028,-3.57555076880693,6.41673228251233,1.38629436111989,4.36944785246702
42,"Engineering & Construction","Other",8.9226582995244,29,3.4,612,0.029,-3.54045944899566,6.41673228251233,1.22377543162212,3.36729582998647
29,"Other","Other",8.00636756765025,68,4,612,0.022,-3.81671282562382,6.41673228251233,1.38629436111989,4.21950770517611
13,"Education & Training","Bangalore / Bengaluru",6.62073965107352,124,3.7,612,0.015,-4.19970507787993,6.41673228251233,1.30833281965018,4.82028156560504
171,"Other","New Delhi",8.00636756765025,35,4,612,0.013,-4.3428059215206,6.41673228251233,1.38629436111989,3.55534806148941
46,"Software Product","Bangalore / Bengaluru",8.00636756765025,29,2.8,612,0.02,-3.91202300542815,6.41673228251233,1.02961941718116,3.36729582998647
35,"Other","New Delhi",6.62073965107352,110,4.2,612,0.018,-4.01738352108597,6.41673228251233,1.43508452528932,4.70048036579242
21,"Other","Pune",8.00636756765025,21,3.5,611,0.022,-3.81671282562382,6.4150969591716,1.25276296849537,3.04452243772342
186,"Engineering & Construction","Other",8.00636756765025,90,4,612,0.016,-4.13516655674236,6.41673228251233,1.38629436111989,4.49980967033027
107,"IT Services & Consulting","Other",8.00636756765025,18,3.4,610,0.038,-3.27016911925575,6.41345895716736,1.22377543162212,2.89037175789616
24,"Auto Components","Other",8.00636756765025,22,4.1,610,0.02,-3.91202300542815,6.41345895716736,1.41098697371026,3.09104245335832
13,"IT Services & Consulting","Bangalore / Bengaluru",8.00636756765025,17,3.5,609,0.026,-3.64965874096066,6.4118182677099,1.25276296849537,2.83321334405622
34,"Internet","Bangalore / Bengaluru",8.00636756765025,38,3.5,609,0.027,-3.61191841297781,6.4118182677099,1.25276296849537,3.63758615972639
51,"Other","Mumbai",8.9226582995244,77,3.4,609,0.024,-3.72970144863419,6.4118182677099,1.22377543162212,4.34380542185368
29,"Other","Other",8.00636756765025,61,4,609,0.019,-3.9633162998157,6.4118182677099,1.38629436111989,4.11087386417331
40,"IT Services & Consulting","Bangalore / Bengaluru",8.00636756765025,13,3.5,608,0.044,-3.12356564506388,6.41017488196617,1.25276296849537,2.56494935746154
20,"Other","Other",6.62073965107352,31,3.9,607,0.022,-3.81671282562382,6.4085287910595,1.3609765531356,3.43398720448515
79,"IT Services & Consulting","Other",8.00636756765025,8,3.3,607,0.045,-3.10109278921182,6.4085287910595,1.19392246847243,2.07944154167984
18,"Auto Components","Bangalore / Bengaluru",8.00636756765025,48,3.7,607,0.035,-3.35240721749272,6.4085287910595,1.30833281965018,3.87120101090789
36,"Education & Training","Other",8.00636756765025,117,3.9,608,0.014,-4.26869794936688,6.41017488196617,1.3609765531356,4.76217393479776
15,"Engineering & Construction","Other",5.85936070647464,30,4,606,0.029,-3.54045944899566,6.40687998606931,1.38629436111989,3.40119738166216
16,"Other","Other",NA,39,4.2,606,0.027,-3.61191841297781,6.40687998606931,1.43508452528932,3.66356164612965
9,"Other","Other",8.00636756765025,43,3.8,605,0.021,-3.86323284125871,6.40522845803084,1.33500106673234,3.76120011569356
77,"Healthcare","Bangalore / Bengaluru",11.9183905730784,19,3.7,605,0.042,-3.17008566069877,6.40522845803084,1.30833281965018,2.94443897916644
24,"IT Services & Consulting","Other",8.00636756765025,11,3.6,605,0.035,-3.35240721749272,6.40522845803084,1.28093384546206,2.39789527279837
38,"Other","Other",5.85936070647464,28,4,605,0.02,-3.91202300542815,6.40522845803084,1.38629436111989,3.3322045101752
41,"Software Product","Pune",10.3089526606443,15,3.5,604,0.041,-3.19418321227783,6.40357419793482,1.25276296849537,2.70805020110221
51,"IT Services & Consulting","Mumbai",8.00636756765025,14,3.6,604,0.034,-3.38139475436598,6.40357419793482,1.28093384546206,2.63905732961526
130,"Internet","Bangalore / Bengaluru",8.00636756765025,42,3.6,603,0.025,-3.68887945411394,6.40191719672719,1.28093384546206,3.73766961828337
48,"Other","New Delhi",8.00636756765025,66,3.5,603,0.017,-4.07454193492592,6.40191719672719,1.25276296849537,4.18965474202643
34,"Auto Components","Chennai",8.00636756765025,26,4.2,602,0.019,-3.9633162998157,6.40025744530882,1.43508452528932,3.25809653802148
18,"IT Services & Consulting","Other",10.3089526606443,18,4,602,0.029,-3.54045944899566,6.40025744530882,1.38629436111989,2.89037175789616
24,"Healthcare","Bangalore / Bengaluru",8.00636756765025,19,4.6,603,0.014,-4.26869794936688,6.40191719672719,1.52605630349505,2.94443897916644
8,"Other","Pune",8.00636756765025,27,3.8,602,0.023,-3.77226106305299,6.40025744530882,1.33500106673234,3.29583686600433
29,"IT Services & Consulting","Other",8.00636756765025,36,3.2,602,0.025,-3.68887945411394,6.40025744530882,1.16315080980568,3.58351893845611
32,"Other","Other",8.00636756765025,75,3.9,602,0.018,-4.01738352108597,6.40025744530882,1.3609765531356,4.31748811353631
32,"Software Product","Mumbai",8.00636756765025,9,4.5,604,0.012,-4.42284862919414,6.40357419793482,1.50407739677627,2.19722457733622
28,"Industrial Machinery","Other",8.00636756765025,50,3.6,602,0.041,-3.19418321227783,6.40025744530882,1.28093384546206,3.91202300542815
19,"Auto Components","Pune",8.9226582995244,22,3.8,601,0.019,-3.9633162998157,6.39859493453521,1.33500106673234,3.09104245335832
11,"Other","Chennai",6.62073965107352,69,3.6,601,0.023,-3.77226106305299,6.39859493453521,1.28093384546206,4.23410650459726
37,NA,"Other",8.00636756765025,NA,3.7,600,0.012,-4.42284862919414,6.39692965521615,1.30833281965018,NA
14,"Other","Bangalore / Bengaluru",6.62073965107352,49,4.1,599,0.03,-3.50655789731998,6.39526159811545,1.41098697371026,3.89182029811063
66,"Software Product","Other",8.00636756765025,9,3.6,599,0.038,-3.27016911925575,6.39526159811545,1.28093384546206,2.19722457733622
22,"Industrial Machinery","Pune",8.00636756765025,23,4,598,0.026,-3.64965874096066,6.39359075395063,1.38629436111989,3.13549421592915
17,"Pharma","Other",6.62073965107352,9,4,597,0.022,-3.81671282562382,6.3919171133926,1.38629436111989,2.19722457733622
26,"Other","Mumbai",8.00636756765025,76,4,597,0.02,-3.91202300542815,6.3919171133926,1.38629436111989,4.33073334028633
15,"Other","Other",5.85936070647464,41,3.7,597,0.021,-3.86323284125871,6.3919171133926,1.30833281965018,3.71357206670431
22,"Software Product","Other",6.62073965107352,12,3.5,596,0.043,-3.14655516328857,6.39024066706535,1.25276296849537,2.484906649788
27,"Other","Other",8.00636756765025,79,4,596,0.018,-4.01738352108597,6.39024066706535,1.38629436111989,4.36944785246702
23,"IT Services & Consulting","Chennai",5.85936070647464,13,3.4,596,0.052,-2.95651156040071,6.39024066706535,1.22377543162212,2.56494935746154
17,"Healthcare","Pune",8.00636756765025,92,3.7,597,0.015,-4.19970507787993,6.3919171133926,1.30833281965018,4.52178857704904
11,"Internet","Chennai",8.00636756765025,122,3.7,595,0.023,-3.77226106305299,6.38856140554563,1.30833281965018,4.80402104473326
47,"Industrial Machinery","Chennai",6.62073965107352,40,4,595,0.00932,-4.67559265028464,6.38856140554563,1.38629436111989,3.68887945411394
114,"Other","Mumbai",10.3089526606443,31,4.2,594,0.00694,-4.97045350446342,6.38687931936265,1.43508452528932,3.43398720448515
41,"Other","Chennai",8.00636756765025,52,3.9,595,0.016,-4.13516655674236,6.38856140554563,1.3609765531356,3.95124371858143
18,"Other","Other",8.00636756765025,40,3.9,595,0.016,-4.13516655674236,6.38856140554563,1.3609765531356,3.68887945411394
11,"Software Product","Other",5.85936070647464,59,4,594,0.014,-4.26869794936688,6.38687931936265,1.38629436111989,4.07753744390572
24,"Auto Components","Other",6.62073965107352,22,3.5,593,0.023,-3.77226106305299,6.38519439899773,1.25276296849537,3.09104245335832
8,"Other","Mumbai",8.00636756765025,38,3.2,594,0.02,-3.91202300542815,6.38687931936265,1.16315080980568,3.63758615972639
4,"Other","Chennai",8.00636756765025,118,3.8,593,0.023,-3.77226106305299,6.38519439899773,1.33500106673234,4.77068462446567
28,"Other","Bangalore / Bengaluru",8.00636756765025,8,3.9,593,0.028,-3.57555076880693,6.38519439899773,1.3609765531356,2.07944154167984
19,"Healthcare","Mumbai",8.00636756765025,87,3.7,592,0.011,-4.50986000618377,6.38350663488401,1.30833281965018,4.46590811865458
36,"Auto Components","Other",8.00636756765025,25,3.8,593,0.022,-3.81671282562382,6.38519439899773,1.33500106673234,3.2188758248682
80,"Engineering & Construction","Other",8.00636756765025,58,3.9,592,0.015,-4.19970507787993,6.38350663488401,1.3609765531356,4.06044301054642
38,"IT Services & Consulting","Chennai",8.00636756765025,52,3.7,592,0.036,-3.32423634052603,6.38350663488401,1.30833281965018,3.95124371858143
48,"Other","Mumbai",10.3089526606443,23,4.3,591,0.00727,-4.92399898743671,6.3818160174061,1.45861502269952,3.13549421592915
19,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,9,3.6,591,0.051,-2.97592964625781,6.3818160174061,1.28093384546206,2.19722457733622
16,"Engineering & Construction","Bangalore / Bengaluru",5.85936070647464,26,3.7,590,0.017,-4.07454193492592,6.38012253689976,1.30833281965018,3.25809653802148
35,"Internet","Other",8.00636756765025,27,2.9,590,0.033,-3.41124771751566,6.38012253689976,1.06471073699243,3.29583686600433
17,"Real Estate","Mumbai",8.00636756765025,30,3.6,590,0.028,-3.57555076880693,6.38012253689976,1.28093384546206,3.40119738166216
20,"Auto Components","Chennai",6.62073965107352,15,3.5,590,0.023,-3.77226106305299,6.38012253689976,1.25276296849537,2.70805020110221
76,"Other","New Delhi",8.00636756765025,88,3.7,589,0.021,-3.86323284125871,6.37842618365159,1.30833281965018,4.47733681447821
23,"Other","Other",5.85936070647464,89,3.7,589,0.019,-3.9633162998157,6.37842618365159,1.30833281965018,4.48863636973214
30,"Financial Services","Bangalore / Bengaluru",6.62073965107352,21,3.5,590,0.042,-3.17008566069877,6.38012253689976,1.25276296849537,3.04452243772342
21,"IT Services & Consulting","Pune",5.85936070647464,11,3.5,590,0.03,-3.50655789731998,6.38012253689976,1.25276296849537,2.39789527279837
29,"Other","Other",8.00636756765025,79,3.9,590,0.018,-4.01738352108597,6.38012253689976,1.3609765531356,4.36944785246702
38,"Other","Bangalore / Bengaluru",8.00636756765025,13,3.8,589,0.024,-3.72970144863419,6.37842618365159,1.33500106673234,2.56494935746154
39,"Engineering & Construction","Other",8.00636756765025,65,3.5,588,0.026,-3.64965874096066,6.37672694789863,1.25276296849537,4.17438726989564
41,"Healthcare","Other",8.00636756765025,34,3.7,588,0.015,-4.19970507787993,6.37672694789863,1.30833281965018,3.52636052461616
64,"Pharma","Other",8.00636756765025,71,3.6,588,0.022,-3.81671282562382,6.37672694789863,1.28093384546206,4.26267987704132
29,"IT Services & Consulting","Bangalore / Bengaluru",10.3089526606443,30,3.4,588,0.037,-3.29683736633791,6.37672694789863,1.22377543162212,3.40119738166216
37,"Other","Mumbai",6.62073965107352,110,3.9,587,0.019,-3.9633162998157,6.3750248198281,1.3609765531356,4.70048036579242
52,"Other","Mumbai",8.00636756765025,69,3.7,587,0.016,-4.13516655674236,6.3750248198281,1.30833281965018,4.23410650459726
61,"Other","New Delhi",8.00636756765025,89,4.1,587,0.017,-4.07454193492592,6.3750248198281,1.41098697371026,4.48863636973214
51,"Other","New Delhi",8.00636756765025,81,3.8,586,0.02,-3.91202300542815,6.37331978957701,1.33500106673234,4.39444915467244
93,"Other","New Delhi",5.85936070647464,104,4.1,586,0.013,-4.3428059215206,6.37331978957701,1.41098697371026,4.64439089914137
11,"Other","New Delhi",8.00636756765025,94,4.7,586,0.013,-4.3428059215206,6.37331978957701,1.54756250871601,4.54329478227
43,"IT Services & Consulting","New Delhi",8.00636756765025,49,3.8,587,0.021,-3.86323284125871,6.3750248198281,1.33500106673234,3.89182029811063
29,"Other","Bangalore / Bengaluru",8.00636756765025,47,3.7,586,0.014,-4.26869794936688,6.37331978957701,1.30833281965018,3.85014760171006
46,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,11,4,585,0.062,-2.78062089393705,6.37161184723186,1.38629436111989,2.39789527279837
14,"Engineering & Construction","Mumbai",5.85936070647464,31,3.9,585,0.027,-3.61191841297781,6.37161184723186,1.3609765531356,3.43398720448515
14,"Other","Mumbai",8.00636756765025,64,4.2,585,0.011,-4.50986000618377,6.37161184723186,1.43508452528932,4.15888308335967
28,"Other","Chennai",8.00636756765025,15,3.7,584,0.033,-3.41124771751566,6.36990098282823,1.30833281965018,2.70805020110221
4,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,43,3.1,583,0.025,-3.68887945411394,6.36818718635049,1.1314021114911,3.76120011569356
17,"Industrial Machinery","Chennai",8.00636756765025,20,3.8,583,0.031,-3.47376807449699,6.36818718635049,1.33500106673234,2.99573227355399
10,"Auto Components","Other",8.00636756765025,77,3.6,584,0.02,-3.91202300542815,6.36990098282823,1.28093384546206,4.34380542185368
16,"IT Services & Consulting","Other",8.9226582995244,87,4.1,584,0.012,-4.42284862919414,6.36990098282823,1.41098697371026,4.46590811865458
64,"Other","Bangalore / Bengaluru",8.00636756765025,33,3.5,583,0.026,-3.64965874096066,6.36818718635049,1.25276296849537,3.49650756146648
5,"Other","Other",8.00636756765025,22,3.7,583,0.022,-3.81671282562382,6.36818718635049,1.30833281965018,3.09104245335832
22,"Other","New Delhi",6.62073965107352,57,4,582,0.013,-4.3428059215206,6.36647044773144,1.38629436111989,4.04305126783455
19,"IT Services & Consulting","Other",8.00636756765025,13,3.5,582,0.037,-3.29683736633791,6.36647044773144,1.25276296849537,2.56494935746154
47,"Other","Mumbai",8.00636756765025,85,4.2,582,0.022,-3.81671282562382,6.36647044773144,1.43508452528932,4.44265125649032
7,"Other","Other",8.00636756765025,30,3.9,582,0.033,-3.41124771751566,6.36647044773144,1.3609765531356,3.40119738166216
32,"IT Services & Consulting","Other",6.62073965107352,14,3.4,582,0.057,-2.86470401114759,6.36647044773144,1.22377543162212,2.63905732961526
33,"Other","Bangalore / Bengaluru",10.3089526606443,79,3.9,582,0.013,-4.3428059215206,6.36647044773144,1.3609765531356,4.36944785246702
11,"Other","Mumbai",8.00636756765025,130,3.9,582,0.013,-4.3428059215206,6.36647044773144,1.3609765531356,4.86753445045558
18,"IT Services & Consulting","Other",6.62073965107352,22,4.1,582,0.02,-3.91202300542815,6.36647044773144,1.41098697371026,3.09104245335832
85,"Industrial Machinery","Other",6.62073965107352,75,4.1,582,0.022,-3.81671282562382,6.36647044773144,1.41098697371026,4.31748811353631
66,"Other","Other",8.00636756765025,79,3.3,582,0.029,-3.54045944899566,6.36647044773144,1.19392246847243,4.36944785246702
19,"IT Services & Consulting","New Delhi",11.2252433925184,70,3.4,580,0.018,-4.01738352108597,6.36302810354046,1.22377543162212,4.24849524204936
27,"Industrial Machinery","Other",8.00636756765025,57,4,580,0.02,-3.91202300542815,6.36302810354046,1.38629436111989,4.04305126783455
25,"Other","Bangalore / Bengaluru",4.83230575857184,12,3.6,580,0.028,-3.57555076880693,6.36302810354046,1.28093384546206,2.484906649788
NA,"Other","Mumbai",NA,65,4.1,579,0.027,-3.61191841297781,6.361302477573,1.41098697371026,4.17438726989564
45,"Other","New Delhi",8.00636756765025,118,3.7,579,0.013,-4.3428059215206,6.361302477573,1.30833281965018,4.77068462446567
51,"Other","Bangalore / Bengaluru",8.00636756765025,36,4,579,0.032,-3.44201937618241,6.361302477573,1.38629436111989,3.58351893845611
37,"Other","Chennai",5.85936070647464,9,3.9,578,0.054,-2.91877123241786,6.35957386867238,1.3609765531356,2.19722457733622
38,"Other","Bangalore / Bengaluru",8.00636756765025,33,3.9,578,0.035,-3.35240721749272,6.35957386867238,1.3609765531356,3.49650756146648
NA,NA,"Other",5.85936070647464,NA,4,578,0.024,-3.72970144863419,6.35957386867238,1.38629436111989,NA
37,"Auto Components","Other",8.00636756765025,27,3.6,578,0.026,-3.64965874096066,6.35957386867238,1.28093384546206,3.29583686600433
29,"Other","Other",8.00636756765025,23,3,578,0.027,-3.61191841297781,6.35957386867238,1.09861228866811,3.13549421592915
52,"Other","Bangalore / Bengaluru",8.00636756765025,75,3.9,577,0.019,-3.9633162998157,6.3578422665081,1.3609765531356,4.31748811353631
39,"Other","Other",8.00636756765025,25,3.8,577,0.026,-3.64965874096066,6.3578422665081,1.33500106673234,3.2188758248682
35,"Healthcare","Other",4.83230575857184,23,4.2,577,0.02,-3.91202300542815,6.3578422665081,1.43508452528932,3.13549421592915
41,"Financial Services","Other",8.00636756765025,134,3.5,577,0.02,-3.91202300542815,6.3578422665081,1.25276296849537,4.89783979995091
47,"Other","Other",5.85936070647464,17,3.7,577,0.014,-4.26869794936688,6.3578422665081,1.30833281965018,2.83321334405622
19,"Other","Other",8.00636756765025,14,3.3,577,0.035,-3.35240721749272,6.3578422665081,1.19392246847243,2.63905732961526
12,"Other","Other",8.00636756765025,17,3.4,576,0.014,-4.26869794936688,6.35610766069589,1.22377543162212,2.83321334405622
27,"Internet","Pune",8.00636756765025,48,3.9,575,0.015,-4.19970507787993,6.35437004079735,1.3609765531356,3.87120101090789
32,"Other","Other",5.85936070647464,37,3.7,575,0.02,-3.91202300542815,6.35437004079735,1.30833281965018,3.61091791264422
NA,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,19,3.3,575,0.035,-3.35240721749272,6.35437004079735,1.19392246847243,2.94443897916644
NA,"Education & Training","Bangalore / Bengaluru",NA,93,3.7,575,0.018,-4.01738352108597,6.35437004079735,1.30833281965018,4.53259949315326
9,"Engineering & Construction","Pune",6.62073965107352,42,4.2,575,0.016,-4.13516655674236,6.35437004079735,1.43508452528932,3.73766961828337
NA,"Auto Components","Other",NA,24,3.5,574,0.021,-3.86323284125871,6.35262939631957,1.25276296849537,3.17805383034795
30,"Other","New Delhi",8.00636756765025,44,3.6,575,0.019,-3.9633162998157,6.35437004079735,1.28093384546206,3.78418963391826
9,"Other","Mumbai",8.00636756765025,64,4.1,575,0.031,-3.47376807449699,6.35437004079735,1.41098697371026,4.15888308335967
NA,"IT Services & Consulting","Pune",4.83230575857184,10,4,573,0.037,-3.29683736633791,6.35088571671474,1.38629436111989,2.30258509299405
30,"Other","Mumbai",6.62073965107352,63,3.7,574,0.023,-3.77226106305299,6.35262939631957,1.30833281965018,4.14313472639153
72,"Pharma","Other",8.00636756765025,25,3.9,573,0.024,-3.72970144863419,6.35088571671474,1.3609765531356,3.2188758248682
NA,"Other","Mumbai",NA,35,4.5,573,0.014,-4.26869794936688,6.35088571671474,1.50407739677627,3.55534806148941
29,"Other","Mumbai",6.62073965107352,61,3.8,573,0.019,-3.9633162998157,6.35088571671474,1.33500106673234,4.11087386417331
30,"IT Services & Consulting","Bangalore / Bengaluru",NA,8,3.8,573,0.044,-3.12356564506388,6.35088571671474,1.33500106673234,2.07944154167984
19,"Other","Other",6.62073965107352,62,4,575,0.018,-4.01738352108597,6.35437004079735,1.38629436111989,4.12713438504509
38,"Other","Other",8.00636756765025,23,3.9,573,0.02,-3.91202300542815,6.35088571671474,1.3609765531356,3.13549421592915
